Key,LastModified,ETag,Size,StorageClass,S3Bucket,Dataset
805b9e01-ba8d-5c40-9e96-f9c1ceb839b5.jpg,2021-07-23 19:47:00+00:00,"""3bc5d952607ddaf0e96614a40188179e""",106746,STANDARD,tractable-images-narwhal-anonymised,Damaged
3385d8db-b10f-5bff-a157-dccbe29c0f90.jpg,2021-07-22 20:34:35+00:00,"""70e20a28352b4a434d842773f145963b""",90397,STANDARD,tractable-images-narwhal-anonymised,Damaged
29250f83-195c-550e-9be3-d91c4b335ba4.jpg,2021-07-22 20:54:08+00:00,"""3fb629aaa0103628c4e5e85fef640324""",90695,STANDARD,tractable-images-narwhal-anonymised,Damaged
33fcd4ba-d1bf-513e-bb4b-14c5692c4787.jpg,2021-07-22 20:47:38+00:00,"""93db8902327fadd7db960a0ee5de9bbc""",68483,STANDARD,tractable-images-narwhal-anonymised,Damaged
7ce90170-d1f9-57f9-896a-c8ea1ab1a6d2.jpg,2021-07-23 17:50:30+00:00,"""111e8e5bbc91c3e619f5b1a1bd639ba7""",47506,STANDARD,tractable-images-narwhal-anonymised,Damaged
60ef6ad7-195a-5e58-bcb3-1d9531d93a0e.jpg,2021-07-23 17:47:37+00:00,"""3bc31663002a78d23b40e89e348ed11a""",50599,STANDARD,tractable-images-narwhal-anonymised,Damaged
3d4b54ed-9044-5e79-8e15-15726ab96402.jpg,2021-07-22 21:16:32+00:00,"""aed67b162e6d501ce1f03bf5dca4e413""",110577,STANDARD,tractable-images-narwhal-anonymised,Damaged
006f00c6-5ed2-5294-88d7-4628d91e7bb9.jpg,2021-07-22 15:47:38+00:00,"""9e3b2767fe520b5646dd8074709b0ed2""",100831,STANDARD,tractable-images-narwhal-anonymised,Damaged
6389f854-b76b-50cf-81e5-d55e76af0a7c.jpg,2021-07-23 19:17:33+00:00,"""5e44188889c5dc54ff0579ec690cb409""",151066,STANDARD,tractable-images-narwhal-anonymised,Damaged
017de508-6a1f-52dd-843b-64ef78efe148.jpg,2021-07-22 16:06:27+00:00,"""919e23d346c841a2068dd16ace223ad1""",61983,STANDARD,tractable-images-narwhal-anonymised,Damaged
9e3e7fcb-098f-510b-9644-625cce10a1ee.jpg,2021-07-23 20:00:54+00:00,"""f37daba41aa001a616853ed816daf8c8""",32138,STANDARD,tractable-images-narwhal-anonymised,Damaged
01790846-b2ce-574b-884d-06863a4ffe97.jpg,2021-07-22 16:04:17+00:00,"""1de529755ac4f4678c87ae1cf554500a""",67264,STANDARD,tractable-images-narwhal-anonymised,Damaged
21a3c07a-8cfb-564c-b44c-67111d1b1941.jpg,2021-07-22 20:40:14+00:00,"""d669f9be8affcdeb523d0dc05d1b4748""",68199,STANDARD,tractable-images-narwhal-anonymised,Damaged
284e1454-59bd-5378-9758-45dd5b618513.jpg,2021-07-22 21:27:02+00:00,"""bde84678488fd8886578a0d58be3d79d""",47039,STANDARD,tractable-images-narwhal-anonymised,Damaged
5c6e7f0a-f0f6-5808-aee7-77fe953cfff7.jpg,2021-07-23 19:52:34+00:00,"""05f40755b9697238d4b344632e21c857""",77137,STANDARD,tractable-images-narwhal-anonymised,Damaged
a02ace87-9060-5a2e-83c2-67d5f9facccf.jpg,2021-07-23 17:40:56+00:00,"""30ed11072174a8a93166b98f4717b7f6""",39488,STANDARD,tractable-images-narwhal-anonymised,Damaged
8f5408e5-971e-5b00-b946-bda4718381cf.jpg,2021-07-23 20:58:30+00:00,"""2c476293a4843ab5c2229fc6b5c15d1f""",54597,STANDARD,tractable-images-narwhal-anonymised,Damaged
a0dc6f60-ceb2-5952-a628-bc6ec18d876f.jpg,2021-07-23 17:47:51+00:00,"""47f1d154ae514c3c9ee843d37764724f""",51359,STANDARD,tractable-images-narwhal-anonymised,Damaged
ba19973e-069f-5c35-9ae4-888be28d1108.jpg,2021-07-23 21:39:28+00:00,"""bfdfc6fddbd027861de23bad6719a2af""",85698,STANDARD,tractable-images-narwhal-anonymised,Damaged
49f845f4-cc6f-51cd-a5e5-72478dbdf214.jpg,2021-07-22 21:04:44+00:00,"""ca8c1fa3e862911a52c01bb2b4a1ea03""",34834,STANDARD,tractable-images-narwhal-anonymised,Damaged
929ac37d-aa12-5567-b818-44e2dfbec0fd.jpg,2021-07-23 20:59:30+00:00,"""1efa6c245c6a18c71e9986d6fcb6f1e0""",46233,STANDARD,tractable-images-narwhal-anonymised,Damaged
0a93d89c-312e-5e42-bb51-6a92cebe1275.jpg,2021-07-22 18:00:30+00:00,"""7b6f7ec895c8e77e447d29a8bdf1a15d""",61870,STANDARD,tractable-images-narwhal-anonymised,Damaged
3b5719ae-b3fc-5f54-98ec-3c822071e8f3.jpg,2021-07-22 21:05:34+00:00,"""861e8b9873e76361056330384b6f3517""",86112,STANDARD,tractable-images-narwhal-anonymised,Damaged
7f84f6e9-1f91-5b0a-bc9e-453f6f548582.jpg,2021-07-23 21:02:13+00:00,"""dc7ab562bc0642c8a231e652fcce3df9""",87382,STANDARD,tractable-images-narwhal-anonymised,Damaged
ed6050b1-4157-570c-8164-6f4aae0cd475.jpg,2021-07-23 19:52:08+00:00,"""1bcbf777221bbc3dfcdc68c0b5175f46""",42305,STANDARD,tractable-images-narwhal-anonymised,Damaged
55121143-a36b-5cca-be60-755384cf186a.jpg,2021-07-23 19:16:59+00:00,"""7344d1e075a99fbf317f89cdb9fd6b1f""",31620,STANDARD,tractable-images-narwhal-anonymised,Damaged
4d585ccb-d247-58bd-8c93-d8baf10db02e.jpg,2021-07-23 18:39:11+00:00,"""05e56207dd1be9c40359b21c1bdd0b6f""",37519,STANDARD,tractable-images-narwhal-anonymised,Damaged
bb3c372e-07e3-5cdf-b9b4-966b01ed30ae.jpg,2021-07-23 20:32:40+00:00,"""e8626c96b101d8b6c122ce563feca673""",57286,STANDARD,tractable-images-narwhal-anonymised,Damaged
587fb4cc-ddc7-53c9-b53a-20cfeab3401b.jpg,2021-07-23 19:23:37+00:00,"""b6f46e9e5d32a8a16e1e7b3a1cec712e""",100220,STANDARD,tractable-images-narwhal-anonymised,Damaged
f808d3bf-2a1f-5777-b4d8-8771e5c8018a.jpg,2021-07-23 20:33:59+00:00,"""8887f39e1d54f599419bd7455ebb0c70""",54762,STANDARD,tractable-images-narwhal-anonymised,Damaged
80cc6e0c-dca6-5032-b15e-95a86300f8a9.jpg,2021-07-23 20:26:28+00:00,"""72b6bf0cca8dd8b5ec0708765cd751ce""",70812,STANDARD,tractable-images-narwhal-anonymised,Damaged
911f26fd-24e4-5695-a0cd-412f27728e1d.jpg,2021-07-23 19:53:10+00:00,"""b3e76d410edee8e84e50e63be0da5d5c""",38806,STANDARD,tractable-images-narwhal-anonymised,Damaged
b161aab4-41ab-5349-96a6-7f0782c7c434.jpg,2021-07-23 19:53:28+00:00,"""53652d5b7fcb7304c12e2122c49be259""",61181,STANDARD,tractable-images-narwhal-anonymised,Damaged
674ad45c-73df-54cd-9d2d-800407331eda.jpg,2021-07-23 22:43:17+00:00,"""a7f34db79dbeb9722f62d4731655647e""",34235,STANDARD,tractable-images-narwhal-anonymised,Damaged
4ef3a357-0d28-5cd9-b5aa-9a035305d373.jpg,2021-07-23 18:06:54+00:00,"""6c7a0b37c236168613ffcf67642f9d4e""",39258,STANDARD,tractable-images-narwhal-anonymised,Damaged
25563049-05fe-54ea-8ca0-29538661826d.jpg,2021-07-22 21:13:59+00:00,"""af59f8fab7a0b1f8b6cf6ab576a80a43""",57750,STANDARD,tractable-images-narwhal-anonymised,Damaged
b9d75b76-1312-5b7c-847b-e291c3cf247b.jpg,2021-07-23 17:46:13+00:00,"""b4c5461701e9c430e2577fcbec8237d3""",27659,STANDARD,tractable-images-narwhal-anonymised,Damaged
70246476-4a44-5439-977f-cb9ec9952a4a.jpg,2021-07-23 20:20:17+00:00,"""b07d6f1b6c55d541be870b849fbc140c""",85869,STANDARD,tractable-images-narwhal-anonymised,Damaged
7660d900-2483-5533-9a5a-c98c4e2ef2e1.jpg,2021-07-23 21:33:39+00:00,"""8bcbb9663bbdac94717ee21edfdc55d0""",98291,STANDARD,tractable-images-narwhal-anonymised,Damaged
94fa262e-a1e6-531b-843d-cbe2a6def584.jpg,2021-07-23 21:03:36+00:00,"""a0fcca4cbdc3323a6deba48d52c850f6""",78614,STANDARD,tractable-images-narwhal-anonymised,Damaged
8450aada-e1ed-5e44-ab56-c067676105b1.jpg,2021-07-23 21:04:13+00:00,"""1eac36e3bbbaecca46b4459e75fcba3f""",86126,STANDARD,tractable-images-narwhal-anonymised,Damaged
3389843e-ce08-51b9-ac5c-03487dbc75d3.jpg,2021-07-22 20:35:30+00:00,"""daa25df405b52f6dc4769861ce6c7dab""",35632,STANDARD,tractable-images-narwhal-anonymised,Damaged
625187ab-351d-52ea-9046-788926b05b4f.jpg,2021-07-23 18:41:51+00:00,"""fa0b9d9aaf1a97429294bc37dacc1408""",65735,STANDARD,tractable-images-narwhal-anonymised,Damaged
34994183-31b1-5cb0-981c-c92ea2b9c0b1.jpg,2021-07-22 20:47:10+00:00,"""66dfce921b828e5706a5ceed7159984e""",39205,STANDARD,tractable-images-narwhal-anonymised,Damaged
840a8f4f-1ef0-5ba9-834a-2eef1fdf60dd.jpg,2021-07-23 18:39:35+00:00,"""f8b54c2e026f2b99f8a8e9a1c86ae8f9""",58318,STANDARD,tractable-images-narwhal-anonymised,Damaged
7370e58d-0be6-5668-81b6-e988afc4be7c.jpg,2021-07-23 21:34:45+00:00,"""1015bf6b8f9468ad4e17d6eea5a82622""",62330,STANDARD,tractable-images-narwhal-anonymised,Damaged
af5ad1ae-4d7f-5dea-b337-d3743b6f92f8.jpg,2021-07-23 17:53:01+00:00,"""77d8518926af520b5b2045c421f1c116""",37618,STANDARD,tractable-images-narwhal-anonymised,Damaged
9ddf328f-715a-5577-9f87-42ffd9cf7c9b.jpg,2021-07-23 19:16:07+00:00,"""b146439f0a153e76735a21778cb0fd67""",39525,STANDARD,tractable-images-narwhal-anonymised,Damaged
5cc560af-4494-55ae-9252-0ba91af7171c.jpg,2021-07-23 22:13:45+00:00,"""03dd025fafb201e36ef469f82d62bea5""",124656,STANDARD,tractable-images-narwhal-anonymised,Damaged
15f6608b-3a11-5897-92c9-13eaa85bb503.jpg,2021-07-22 18:26:29+00:00,"""8d3deefc2e9afede38152b28f5fe68b1""",72439,STANDARD,tractable-images-narwhal-anonymised,Damaged
0536d531-0075-5771-8ea0-90dd4a2c38df.jpg,2021-07-22 16:46:05+00:00,"""a4110ce961cf4d66e5cd48ad077ee7cf""",36043,STANDARD,tractable-images-narwhal-anonymised,Damaged
97462837-c183-5225-a25e-2a3f38565b23.jpg,2021-07-23 21:30:51+00:00,"""22ca69daaa58e139f10bb5df09d34612""",67160,STANDARD,tractable-images-narwhal-anonymised,Damaged
2e6bd706-08c0-58ca-9b65-fe65152a2821.jpg,2021-07-22 21:24:41+00:00,"""297f46953400cb69ff071999d07196d5""",135982,STANDARD,tractable-images-narwhal-anonymised,Damaged
2f90c616-fb9e-5418-94ae-9aff021f73d6.jpg,2021-07-22 21:15:51+00:00,"""5fc38b4cf2f11311ef30746a52b84d7f""",73397,STANDARD,tractable-images-narwhal-anonymised,Damaged
bffb9994-5ce2-5d46-8d5b-c930e2d8d2d9.jpg,2021-07-23 22:09:35+00:00,"""1d85bc247933064968178e6882229686""",55243,STANDARD,tractable-images-narwhal-anonymised,Damaged
240b8482-6acd-536e-8a35-58210e640204.jpg,2021-07-22 20:58:57+00:00,"""860eb8d9870fba55aa161aa4cb913131""",70656,STANDARD,tractable-images-narwhal-anonymised,Damaged
2a59cd7c-0817-51e0-8577-f75b81736156.jpg,2021-07-22 21:06:33+00:00,"""5ffee01368f4b3e073ea926d8aa761d8""",122219,STANDARD,tractable-images-narwhal-anonymised,Damaged
686a9bf1-c1f7-5ded-ab68-2247388f38d0.jpg,2021-07-23 17:47:43+00:00,"""dd44d2d0253acee393a19e735d9a70ec""",96760,STANDARD,tractable-images-narwhal-anonymised,Damaged
000afb38-29e9-5978-a68f-ada39ebc7079.jpg,2021-07-22 15:41:13+00:00,"""7fb0fda80ba44e076cbb1c1f2af0237d""",87934,STANDARD,tractable-images-narwhal-anonymised,Damaged
331fb7d1-f269-5d76-9e61-d8b572f63c7d.jpg,2021-07-22 20:36:35+00:00,"""021ef4ad318f675b86d22eedea238649""",87350,STANDARD,tractable-images-narwhal-anonymised,Damaged
b952c7af-305a-582f-9bba-b1e712a6e542.jpg,2021-07-23 21:37:04+00:00,"""2ff827c67c7311fa45a43efcbbc1e722""",43365,STANDARD,tractable-images-narwhal-anonymised,Damaged
fbbb2014-d689-58d5-9305-4e69f99db974.jpg,2021-07-23 21:09:15+00:00,"""6e1a3430679b7be6570eb830a1f09c6d""",76363,STANDARD,tractable-images-narwhal-anonymised,Damaged
b17ce9e6-a4db-51a3-a5a1-8c182b6996e4.jpg,2021-07-23 21:03:16+00:00,"""88bca791a6b71723d502e78da6d4ee45""",42448,STANDARD,tractable-images-narwhal-anonymised,Damaged
a714d82d-39ca-5274-a720-13f1bbb75fc5.jpg,2021-07-23 18:02:53+00:00,"""834a59396db5379e760a4ab4d0822e68""",48745,STANDARD,tractable-images-narwhal-anonymised,Damaged
ec61db34-1c48-577e-96ac-fb0a0e8ef3c6.jpg,2021-07-23 22:17:09+00:00,"""feab0b6916e23ed7bedf2880c8aca144""",82041,STANDARD,tractable-images-narwhal-anonymised,Damaged
ad098277-1ed3-5655-8247-eb2ca4d7dc9a.jpg,2021-07-23 20:26:49+00:00,"""885b11e1dd4e44294bbe52eed3925918""",36573,STANDARD,tractable-images-narwhal-anonymised,Damaged
fc42cfe2-331c-5d82-b2b6-1db7cd79a4d9.jpg,2021-07-23 18:05:46+00:00,"""0e0d89a4e8350ced3095f4e079a43a1a""",65771,STANDARD,tractable-images-narwhal-anonymised,Damaged
ad45325e-04c2-52c8-958d-8e1895c927f8.jpg,2021-07-23 17:47:54+00:00,"""3ab4075546ce8e77668181ff2079e4c9""",122338,STANDARD,tractable-images-narwhal-anonymised,Damaged
6c364740-de01-5743-a4a5-f57b3f517e69.jpg,2021-07-23 20:23:42+00:00,"""f089ba9a2e6e2db025afb43631c22261""",57111,STANDARD,tractable-images-narwhal-anonymised,Damaged
1b75679e-f378-5041-aa76-777ebc491e6d.jpg,2021-07-22 19:30:13+00:00,"""aa9230db0f8893148d1f974de5b6ef08""",70754,STANDARD,tractable-images-narwhal-anonymised,Damaged
403f6ea3-b822-5dd4-ba71-237dee8f57b7.jpg,2021-07-22 21:16:16+00:00,"""5cda1ce072687bd9519c71d3aefdcdfb""",90463,STANDARD,tractable-images-narwhal-anonymised,Damaged
a11d8f93-c9bb-5ce0-a0cf-8b0034aa3e92.jpg,2021-07-23 19:18:03+00:00,"""402a9b8125100fc2173bf8b972d0254f""",69482,STANDARD,tractable-images-narwhal-anonymised,Damaged
23e12c64-b31b-540e-9276-d8e64319e8bf.jpg,2021-07-22 21:00:40+00:00,"""efd85bbc49421011390575422d4d2b1b""",38991,STANDARD,tractable-images-narwhal-anonymised,Damaged
6d37de64-81d2-582c-ab37-7e8d04fbf675.jpg,2021-07-23 19:17:42+00:00,"""aa413a2e464401e1e2e66407af996979""",34486,STANDARD,tractable-images-narwhal-anonymised,Damaged
25c5f51d-b2e2-54d3-9225-e6510fff5fb3.jpg,2021-07-22 21:22:30+00:00,"""0a2c2747af8c59fed66b955aff7ed564""",35250,STANDARD,tractable-images-narwhal-anonymised,Damaged
69a8a918-6de4-5e03-9a05-1d0745ca8834.jpg,2021-07-23 21:41:45+00:00,"""6ea6ce5083246b0e34c43c95a83ad5ff""",94329,STANDARD,tractable-images-narwhal-anonymised,Damaged
611da256-e3ea-5afc-9c70-0407fdf5cf8b.jpg,2021-07-23 21:31:46+00:00,"""b9403716ffafc2a198ee237c097ac24b""",79105,STANDARD,tractable-images-narwhal-anonymised,Damaged
16044bce-9939-5a80-9709-d7f4ef9f80dd.jpg,2021-07-22 18:26:46+00:00,"""4a1867531f8da986df436afea709090b""",87396,STANDARD,tractable-images-narwhal-anonymised,Damaged
54d1e5c1-831b-58dd-bdd5-ffcfc6359e6c.jpg,2021-07-23 17:50:33+00:00,"""f99a01f1ddb5368e1ce095b713abc5cc""",50932,STANDARD,tractable-images-narwhal-anonymised,Damaged
50cf8dc7-38bd-5702-97a2-11a26700726f.jpg,2021-07-23 20:25:25+00:00,"""1450c06d2cf6e40eb4257464ac590de9""",61974,STANDARD,tractable-images-narwhal-anonymised,Damaged
6a45dfdc-f55d-5c36-8809-bb27ae0f8fd1.jpg,2021-07-23 22:15:28+00:00,"""fedb46f6791b636f0c9e36c7b345d12b""",84870,STANDARD,tractable-images-narwhal-anonymised,Damaged
19e6cbbc-caa6-5d78-8d51-ab727bf44a62.jpg,2021-07-22 19:15:00+00:00,"""3993ac18620b39b8467901055b0bfef8""",61126,STANDARD,tractable-images-narwhal-anonymised,Damaged
4f71d5a7-3579-519d-96ef-db6f2acf4f3c.jpg,2021-07-23 21:40:57+00:00,"""5363a6f906d5fd893d2714dd8a97fb32""",116006,STANDARD,tractable-images-narwhal-anonymised,Damaged
